transaction_id,timestamp,sku_id,store_id,quantity,unit_price,channel,customer_id
TXN0046581,2022-10-25T18:25:55,SKU0048,ST035,7,4.46,Online,CUST02282
TXN0011613,1656308143,SKU0091,ST009,52,3.22,POS,CUST00130
TXN0015629,27/02/2023 13:45:43,SKU0311,ST043,4,3.52,Online,CUST03853
TXN0024231,1695551218,SKU0024,ST021,12,4.2,pos,CUST00681
TXN0043191,1720375451,SKU0002,ST039,23,1.62,online,CUST03407
TXN0024486,2023-08-29T11:28:31,SKU0153,ST055,3,2.17,POS,CUST02450
TXN0040683,1682988801,SKU0145,ST013,16,6.03,Online,CUST00860
TXN0010227,2023-11-03T08:31:01,SKU0100,ST022,14,3.89,online,CUST02626
TXN0028462,1708961587,SKU0072,ST043,11,5.04,POS,CUST03883
TXN0048519,16/04/2022 10:52:03,SKU0316,ST013,20,2.06,pos,CUST00997
TXN0015270,06/07/2022 13:38:45,SKU0018,ST057,5,4.82,online,CUST02065
TXN0048742,1656315415,SKU0183,ST048,3,1.35,POS,CUST03324
TXN0025916,1694316882,SKU0143,ST011,21,5.78,pos,CUST03341
TXN0047013,2023-07-19T08:49:22,SKU0197,ST016,4,3.91,POS,
TXN0003707,14/08/2023 06:48:14,SKU0136,ST058,9,19.01,online,CUST01980
TXN0037868,1659007701,SKU0099,ST018,6,7.77,pos,CUST00818
TXN0042104,2022-09-13T03:53:59,SKU0152,ST058,5,3.76,pos,
TXN0016776,1680600323,SKU0209,ST009,29,1.82,pos,CUST02685
TXN0023618,2024-03-09T09:56:41,SKU0049,ST023,15,26.49,Online,CUST00576
TXN0018010,2022-02-17T22:48:57,SKU0007,ST008,22,12.49,POS,CUST03769
TXN0023852,2023-06-13T14:40:52,SKU0169,ST041,16,7.75,pos,CUST02294
TXN0025439,2022-05-12T12:05:33,SKU0126,ST007,43,23.27,pos,CUST02137
TXN0011620,2023-03-11T10:23:35,SKU0246,ST031,5,9.0,Online,
TXN0001854,1690193620,SKU0095,ST030,4,1.42,pos,CUST00596
TXN0034229,05/02/2024 23:44:26,SKU0195,ST002,13,6.9,pos,CUST03270
TXN0017243,2023-08-25T21:27:24,SKU0036,ST030,14,28.76,Online,CUST03521
TXN0038055,1694347540,SKU0254,ST001,16,4.36,pos,CUST00725
TXN0008099,24/02/2022 06:10:47,,ST030,,31.07,online,CUST01649
TXN0028591,2024-04-14T10:06:54,SKU0096,ST002,25,29.15,online,CUST00554
TXN0034728,1704397759,SKU0244,ST049,5,20.65,POS,
TXN0007830,17/01/2023 22:31:24,SKU0324,ST017,14,20.09,POS,
TXN0018756,2024-06-27T15:13:30,SKU0136,ST998,8,17.71,pos,
TXN0045163,26/03/2023 12:18:39,SKU0046,ST046,3,3.28,pos,
TXN0010509,2023-03-06T21:08:01,SKU0004,ST048,5,7.68,POS,CUST01403
TXN0031416,2023-05-01T19:06:18,SKU0333,ST013,17,4.49,online,CUST03043
TXN0005561,16/12/2022 17:45:21,SKU0089,ST040,,15.63,pos,CUST03163
TXN0013731,2024-05-18T16:55:04,SKU0093,ST008,21,30.36,Online,CUST00041
TXN0046413,2023-01-29T17:38:15,SKU0147,ST001,86,11.42,POS,CUST01732
TXN0028270,2024-12-21T05:49:28,SKU0346,ST044,6,5.45,online,CUST03225
TXN0041717,19/12/2023 09:15:43,SKU0185,ST014,13,2.34,POS,CUST03696
TXN0016997,1677489839,SKU0099,ST024,3,8.14,POS,
TXN0045647,1702940048,SKU0320,ST031,18,4.15,Online,CUST02523
TXN0043150,21/04/2024 14:01:10,SKU0249,ST050,4,1.76,online,CUST01661
TXN0025884,2022-02-12T13:52:19,SKU0040,ST023,16,6.36,POS,CUST02721
TXN0014414,30/08/2023 06:50:03,SKU0255,ST015,10,4.43,online,
TXN0033385,1653646324,SKU0078,ST003,23,2.54,POS,CUST01328
TXN0022034,1684163304,SKU0148,ST041,11,12.08,pos,CUST00477
TXN0021082,2024-10-09T20:39:39,SKU0269,ST039,15,26.33,online,CUST03062
TXN0012406,2024-02-01T20:49:36,SKU0020,ST029,13,3.28,Online,CUST02356
TXN0029424,26/03/2022 07:25:14,SKU0332,ST017,14,18.38,Online,CUST00315
TXN0025239,1710199190,SKU0075,ST047,1,6.06,pos,CUST01909
TXN0034246,2024-11-29T22:13:06,SKU0148,ST021,15,14.39,pos,
TXN0004328,2023-05-04T23:01:02,SKU0098,ST058,7,2.52,POS,CUST02696
TXN0023310,20/08/2023 08:56:14,SKU0084,ST001,14,5.64,pos,CUST02857
TXN0025678,1682813703,SKU0304,ST018,10,2.85,POS,CUST03115
TXN0020970,1701513650,SKU0137,ST034,10,7.63,pos,CUST02134
TXN0037284,1697827311,SKU0244,ST046,7,21.82,pos,CUST03694
TXN0031559,1724306127,SKU0389,ST003,9,28.22,Online,CUST03350
TXN0007920,10/02/2023 14:36:06,SKU0148,ST043,6,14.52,pos,CUST02323
TXN0000074,2023-04-15T18:24:54,SKU0180,ST032,7,9.65,Online,CUST00510
TXN0017498,1720849423,SKU0071,ST022,18,3.12,Online,CUST01431
TXN0024926,18/08/2024 05:49:56,SKU0221,ST033,11,12.14,online,CUST01591
TXN0021025,2023-11-03T00:01:27,SKU0052,ST058,4,4.18,Online,CUST02836
TXN0022065,1702182647,SKU0335,ST018,14,26.22,pos,
TXN0004859,12/03/2022 18:29:29,SKU0156,ST001,17,4.82,pos,CUST00630
TXN0018757,1724269244,,ST057,,32.01,Online,CUST01939
TXN0033594,1679916254,SKU0342,ST043,3,28.58,online,
TXN0044126,2023-05-01T06:17:17,SKU0400,ST013,6,20.33,online,CUST03240
TXN0030348,1711027241,SKU0030,ST045,2,4.39,POS,CUST02479
TXN0029410,2023-02-18T21:20:41,SKU0253,ST034,6,5.68,POS,CUST03491
TXN0033822,2024-07-20T19:00:13,SKU0119,ST012,26,3.56,pos,CUST01537
TXN0013002,1655201344,SKU0389,ST009,0,25.31,POS,CUST00044
TXN0026418,2024-10-04T09:16:12,SKU0359,ST012,30,2.25,online,CUST03346
TXN0032523,21/05/2024 12:18:28,SKU0331,ST040,1,4.54,POS,CUST00880
TXN0007255,2024-05-23T04:03:45,SKU0129,ST046,6,1.26,pos,CUST01785
TXN0027039,19/12/2023 20:23:30,SKU0245,ST033,21,7.22,pos,CUST00440
TXN0008232,2024-09-09T19:30:54,SKU0344,ST058,5,1.72,POS,CUST02786
TXN0001029,13/02/2024 05:38:51,SKU0307,ST001,95,5.25,pos,CUST02773
TXN0012567,2022-04-27T11:11:19,SKU0288,ST016,14,26.75,POS,CUST00574
TXN0043533,2024-11-16T11:13:55,SKU0326,ST041,6,1.83,POS,CUST01581
TXN0020005,21/09/2024 05:04:58,SKU0187,ST052,4,10.45,POS,CUST02880
TXN0038823,1716006723,SKU0206,ST020,11,4.55,POS,CUST00533
TXN0017756,1694797603,SKU0151,ST020,12,4.63,pos,CUST01631
TXN0016066,1693265839,,ST001,,12.97,POS,CUST01953
TXN0019060,23/06/2024 06:33:36,SKU0342,ST021,7,27.03,online,CUST03773
TXN0005755,29/03/2024 12:13:55,SKU0172,ST005,11,3.49,online,CUST01713
TXN0015197,12/04/2022 20:37:51,SKU0142,ST016,7,6.05,pos,
TXN0046195,1643083810,SKU0170,ST009,15,26.84,POS,CUST01096
TXN0036174,2022-04-11T02:43:51,SKU0209,ST024,10,2.4,POS,CUST02411
TXN0041737,1646316610,SKU0340,ST046,4,4.98,pos,CUST03015
TXN0023843,2022-10-19T14:18:25,SKU0281,ST048,4,17.19,pos,CUST00227
TXN0044347,2024-05-05T16:18:49,SKU0277,ST060,2,5.11,POS,CUST00471
TXN0046771,23/05/2022 01:43:00,SKU0208,ST056,1,16.38,pos,
TXN0032691,03/08/2023 17:26:15,SKU0343,ST050,4,2.87,pos,CUST02545
TXN0027377,1716406045,SKU0241,ST003,13,4.91,pos,CUST01350
TXN0037611,2023-12-22T07:40:38,SKU0187,ST051,9,10.55,Online,CUST03185
TXN0021934,1700903682,SKU0069,ST001,32,1.24,POS,CUST03170
TXN0033777,2024-06-27T19:25:57,SKU0132,ST057,4,18.61,Online,CUST02225
TXN0008878,2023-10-17T16:14:22,SKU0339,ST058,4,3.82,online,CUST02485
TXN0016131,1709390842,SKU0124,ST022,12,2.84,pos,CUST01092
TXN0018864,09/07/2023 02:40:11,SKU0349,ST015,6,3.78,pos,CUST03942
TXN0010294,25/02/2022 19:49:03,SKU0313,ST059,8,3.19,online,CUST00837
TXN0019702,1697172724,SKU0327,ST020,11,16.69,pos,
TXN0041813,02/07/2022 00:51:18,SKU0127,ST050,4,11.77,pos,CUST01492
TXN0018628,1730264331,SKU0351,ST040,5,28.51,POS,CUST02968
TXN0042617,08/05/2024 02:41:29,SKU0138,ST030,7,4.49,pos,CUST02409
TXN0031085,2022-04-30T12:54:16,SKU0163,ST012,24,4.02,POS,CUST01535
TXN0011700,1677145767,SKU0277,ST038,20,4.77,pos,CUST00811
TXN0009818,2023-05-28T06:40:59,SKU0160,ST052,23,2.63,POS,CUST00672
TXN0017876,1697953520,SKU0398,ST015,4,2.19,pos,CUST03044
TXN0048215,2024-05-08T11:37:59,SKU0278,ST003,5,2.07,POS,CUST01999
TXN0014394,1666780093,SKU0253,ST050,-2,4.99,pos,CUST02372
TXN0034446,1693924500,SKU0145,ST011,23,9.18,pos,CUST02535
TXN0036066,02/08/2022 02:52:32,SKU0281,ST022,9,18.98,POS,CUST02407
TXN0009543,04/07/2023 17:44:40,SKU0138,ST026,27,4.51,pos,CUST03858
TXN0021347,15/05/2024 22:17:25,SKU0325,ST044,4,1.88,pos,CUST00971
TXN0008447,2024-01-04T14:51:54,SKU0115,ST029,8,4.28,POS,CUST00596
TXN0007284,2022-03-03T05:48:36,SKU0163,ST049,4,4.45,pos,CUST00668
TXN0007011,2024-11-01T01:40:26,SKU0229,ST028,15,5.65,POS,CUST03040
TXN0000423,23/04/2024 23:32:57,SKU0290,ST017,15,9.46,pos,
TXN0026117,28/07/2022 09:50:13,SKU0234,ST038,12,11.16,pos,CUST00864
TXN0026140,14/12/2023 12:13:07,SKU0168,ST033,13,13.99,Online,
TXN0042850,2023-11-25T05:29:42,SKU0008,ST022,6,5.11,online,CUST00212
TXN0049694,1697485175,SKU0316,ST060,3,2.51,Online,CUST02530
TXN0000419,1665226725,SKU0015,ST012,26,28.34,pos,CUST01609
TXN0023889,1705651087,SKU0261,ST034,7,16.21,Online,CUST01531
TXN0009923,1701923457,SKU0151,ST056,5,4.64,online,CUST03438
TXN0013432,1704544875,SKU0168,ST031,13,13.64,online,CUST01592
TXN0004485,2022-04-25T21:29:43,SKU0059,ST019,9,20.13,pos,CUST02048
TXN0046087,16/07/2023 19:12:33,SKU0091,ST042,9,3.6,online,
TXN0018186,05/05/2024 00:45:14,SKU0189,ST051,2,1.62,online,
TXN0006846,1643320016,SKU0238,ST015,3,7.4,POS,CUST03350
TXN0045057,2022-02-02T00:07:46,SKU0048,ST023,10,4.83,pos,
TXN0010525,1707427968,SKU0149,ST006,20,8.06,Online,CUST00679
TXN0041290,2024-07-08T10:01:43,SKU0013,ST013,30,18.29,online,CUST01278
TXN0047917,1692242473,SKU0086,ST005,44,2.69,POS,CUST01924
TXN0014909,1703877789,SKU0078,ST999,13,3.71,POS,
TXN0011414,2023-10-14T10:23:48,SKU0331,ST006,49,5.23,online,CUST02308
TXN0024333,18/12/2023 11:24:40,SKU0300,ST006,35,5.77,POS,CUST00840
TXN0040927,04/06/2023 13:33:27,SKU0039,ST025,12,5.82,Online,
TXN0005471,02/01/2024 21:36:44,SKU0220,ST059,3,4.24,pos,CUST01073
TXN0044739,16/08/2024 16:38:43,SKU0096,ST034,11,27.35,Online,CUST02039
TXN0039385,08/10/2023 11:10:13,SKU0058,ST060,5,4.42,POS,CUST02731
TXN0048212,26/01/2024 02:50:12,,ST054,,35.84,pos,CUST00566
TXN0024574,15/06/2024 08:46:49,SKU0348,ST050,10,6.59,POS,CUST00967
TXN0003598,05/06/2024 07:21:00,SKU0160,ST022,10,2.56,POS,CUST03342
TXN0030205,1714762097,SKU0022,ST018,5,8.25,POS,CUST02888
TXN0019995,1712585528,SKU0184,ST018,12,14.68,POS,CUST02080
TXN0045646,2022-04-09T00:33:17,SKU0189,ST011,41,1.56,POS,CUST01273
TXN0015589,1671713923,SKU0319,ST003,31,6.14,pos,
TXN0011373,2023-11-29T04:15:24,SKU0080,ST031,8,6.13,pos,CUST02754
TXN0015267,2023-04-30T20:07:28,SKU0085,ST045,,5.69,pos,CUST01933
TXN0046606,2024-10-15T20:34:32,,ST035,,3.3,online,CUST02701
TXN0001064,22/05/2022 08:35:34,SKU0140,ST040,2,1.25,pos,CUST01534
TXN0020796,1716179478,SKU0201,ST014,11,30.41,Online,
TXN0040212,05/02/2024 01:42:42,SKU0361,ST007,19,8.28,Online,
TXN0004576,2024-05-30T17:49:33,,ST049,,10.78,POS,CUST03297
TXN0049498,1642917121,SKU0245,ST030,1,6.12,POS,
TXN0049559,1722731783,SKU0351,ST020,12,27.88,online,CUST02109
TXN0048976,2024-07-31T14:09:38,SKU0218,ST022,7,4.66,Online,CUST01635
TXN0035650,1659421783,SKU0182,ST018,19,5.12,pos,
TXN0002449,31/01/2024 03:37:14,SKU0234,ST059,6,13.4,POS,CUST02484
TXN0045636,24/03/2023 04:40:47,SKU0326,ST003,11,1.7,online,
TXN0044190,2023-07-08T13:44:04,SKU0036,ST053,5,27.27,POS,CUST03364
TXN0012189,1734178090,SKU0268,ST042,,2.71,POS,CUST00195
TXN0001358,1721139756,SKU0246,ST013,22,8.11,Online,CUST03616
TXN0016331,2023-09-09T22:20:11,SKU0218,ST035,7,2.62,POS,CUST01906
TXN0032928,2023-11-12T13:42:22,SKU0194,ST041,8,9.45,pos,CUST03472
TXN0024597,2023-04-07T20:06:35,SKU0031,ST028,18,21.05,pos,CUST01079
TXN0047056,1641742486,SKU0123,ST035,24,3.76,Online,CUST00037
TXN0022080,2024-08-25T10:41:56,SKU0059,ST058,7,23.26,pos,CUST02181
TXN0032754,1687464483,SKU0206,ST023,10,4.4,pos,CUST00698
TXN0036243,2022-12-16T19:05:56,SKU0102,ST058,1,4.54,online,CUST00711
TXN0014770,1684193150,SKU0236,ST018,6,4.91,pos,CUST03338
TXN0001774,2024-07-06T03:51:37,SKU0151,ST046,7,4.75,pos,CUST02572
TXN0002914,04/09/2024 18:27:33,SKU0105,ST015,5,4.67,online,CUST02297
TXN0043294,1668378492,SKU0102,ST054,7,4.18,POS,CUST01892
TXN0005308,16/05/2023 22:30:53,SKU0070,ST034,13,8.35,POS,CUST00318
TXN0021230,03/03/2022 09:47:16,SKU0223,ST058,8,7.91,pos,CUST00886
TXN0029957,1715181952,SKU0131,ST019,5,2.87,Online,
TXN0010161,1642156170,SKU0332,ST025,6,17.95,online,CUST00257
TXN0022756,16/10/2022 21:16:50,SKU0038,ST027,3,5.29,POS,CUST00152
TXN0018627,1719050463,SKU0263,ST011,52,18.33,pos,CUST03041
TXN0033084,2023-07-05T12:44:36,SKU0094,ST017,13,4.96,pos,
TXN0029864,1664412809,SKU0249,ST001,33,1.59,POS,CUST03088
TXN0014184,25/03/2023 23:07:24,SKU0131,ST055,2,3.07,POS,CUST03831
TXN0032747,2022-06-13T21:36:16,SKU0207,ST038,25,12.9,POS,CUST01163
TXN0001938,08/09/2023 22:44:13,SKU0196,ST009,-3,6.0,POS,
TXN0028821,1644868572,SKU0337,ST030,6,17.23,pos,CUST00302
TXN0028409,12/06/2022 17:19:24,SKU0078,ST016,5,3.41,Online,CUST01982
TXN0031808,2024-07-05T13:35:02,SKU0206,ST014,16,4.42,POS,CUST03165
TXN0019251,1655328054,SKU0059,ST009,14,19.11,POS,
TXN0011982,1661655756,SKU0034,ST018,18,10.6,POS,CUST02213
TXN0018168,1701808376,SKU0134,ST014,13,4.38,Online,CUST00075
TXN0002826,2023-09-30T20:07:18,SKU0095,ST037,59,1.41,POS,CUST01127
TXN0014359,2023-10-10T16:39:33,SKU0107,ST027,9,3.0,POS,CUST03715
TXN0006311,01/12/2022 22:01:55,SKU0238,ST022,8,7.49,pos,CUST02243
TXN0031683,03/11/2023 14:54:29,SKU0181,ST013,24,5.18,pos,CUST00117
TXN0012317,18/03/2023 21:27:19,SKU0146,ST030,9,22.25,online,CUST03729
TXN0034164,17/02/2024 01:18:46,SKU0311,ST060,3,3.43,online,
TXN0024049,2024-12-26T20:31:46,SKU0267,ST051,6,4.17,POS,CUST00114
TXN0014848,04/05/2023 07:58:04,SKU0075,ST014,8,6.2,online,CUST00170
TXN0022047,2024-10-16T10:11:45,SKU0281,ST011,23,19.85,pos,CUST01703
TXN0021781,30/11/2022 10:39:04,SKU0123,ST043,4,3.98,pos,CUST01427
TXN0015059,10/05/2022 05:31:00,SKU0324,ST030,16,17.01,POS,
TXN0021864,1693731534,SKU0014,ST056,,3.68,POS,CUST02485
TXN0040174,1695278059,SKU0011,ST025,16,15.93,Online,CUST02376
TXN0005775,1728631536,SKU0384,ST046,6,19.23,online,CUST01970
TXN0046768,1706194500,SKU0301,ST057,5,31.23,online,CUST03638
TXN0028879,21/06/2023 13:02:59,SKU0031,ST040,2,23.21,pos,CUST03396
TXN0031224,1660183942,SKU0141,ST025,14,22.39,POS,CUST03435
TXN0035386,1680017251,SKU0334,ST054,4,16.57,pos,CUST03290
TXN0023775,2023-06-14T18:11:11,SKU0294,ST013,12,23.64,Online,CUST01063
TXN0015688,02/10/2023 14:09:57,SKU0073,ST046,5,5.84,online,CUST02376
TXN0019431,1654833927,SKU0275,ST014,10,17.33,pos,
TXN0024389,09/05/2022 22:46:18,SKU0150,ST058,5,23.13,POS,CUST00057
TXN0037649,23/05/2023 14:19:53,SKU0008,ST033,36,4.77,online,CUST02550
TXN0023211,12/01/2024 09:42:27,SKU0362,ST019,8,1.4,Online,CUST03278
TXN0009232,2023-11-12T19:52:42,SKU0380,ST027,0,3.12,POS,CUST03429
TXN0040263,2023-10-28T04:25:24,SKU0207,ST048,14,16.03,POS,CUST00421
TXN0027141,2024-04-12T15:59:57,SKU0138,ST029,89,4.51,pos,CUST01799
TXN0044283,1694323874,SKU0325,ST007,32,1.81,pos,
TXN0016000,14/05/2023 18:17:00,SKU0077,ST049,13,6.41,Online,
TXN0042899,05/09/2022 11:59:13,SKU0092,ST036,-1,20.36,POS,CUST01721
TXN0006899,27/10/2022 04:59:51,SKU0338,ST029,25,5.65,POS,CUST02497
TXN0049016,2023-08-06T17:50:38,SKU0340,ST024,5,5.96,POS,
TXN0028728,25/06/2022 21:51:05,SKU0205,ST008,17,12.69,POS,
TXN0006301,2023-02-16T02:33:04,SKU0168,ST034,14,15.07,POS,CUST01470
TXN0013105,2023-11-27T21:14:26,SKU0221,ST040,3,12.31,pos,CUST01260
TXN0040852,1674601496,SKU0221,ST025,18,12.02,POS,CUST02703
TXN0015288,1687404697,SKU0274,ST029,5,1.27,pos,CUST02821
TXN0039549,1655048075,SKU0228,ST024,7,7.67,online,CUST01003
TXN0024194,2022-09-18T10:40:29,SKU0230,ST058,5,3.35,POS,
TXN0005428,1683872666,SKU0079,ST017,29,11.25,Online,CUST03349
TXN0020575,1703036015,SKU0181,ST048,15,3.51,online,CUST03974
TXN0010583,2022-10-01T20:31:26,SKU0252,ST012,23,1.82,pos,
TXN0019386,13/03/2023 07:13:51,SKU0340,ST015,6,5.52,POS,CUST02713
TXN0004215,04/04/2023 22:25:16,SKU0140,ST045,4,1.54,POS,
TXN0003080,25/09/2024 17:09:51,SKU0164,ST053,7,4.2,online,CUST03824
TXN0007195,06/06/2022 11:14:11,SKU0231,ST044,3,1.92,POS,CUST03091
TXN0046013,1710344374,SKU0331,ST001,37,4.69,POS,CUST01002
TXN0006007,2024-10-21T00:49:56,SKU0123,ST023,25,4.79,POS,CUST03592
TXN0030553,2023-11-20T04:49:28,SKU0394,ST027,13,5.68,POS,CUST00579
TXN0031870,1728637199,SKU0394,ST026,16,5.4,online,CUST02454
TXN0037198,2022-06-25T00:20:49,SKU0125,ST038,17,4.29,pos,CUST01285
TXN0047152,2023-09-30T23:35:51,SKU0273,ST008,17,9.08,POS,CUST02393
TXN0029629,2023-03-23T10:19:06,SKU0071,ST056,5,3.31,POS,CUST00862
TXN0017036,12/01/2023 09:51:06,,ST028,,34.01,pos,CUST03617
TXN0003228,24/08/2022 15:53:15,SKU0002,ST038,27,1.74,POS,CUST01469
TXN0024740,23/09/2024 18:25:00,SKU0175,ST037,13,23.25,Online,
TXN0004914,2023-02-27T11:38:15,SKU0248,ST043,8,30.98,pos,CUST03288
TXN0010781,1672997865,SKU0319,ST037,30,7.13,online,CUST02032
TXN0025408,2023-08-19T01:57:16,SKU0051,ST027,7,1.35,pos,CUST02057
TXN0049286,1699351880,SKU0256,ST006,43,5.78,POS,CUST00009
TXN0039049,2024-04-17T15:37:58,SKU0329,ST004,14,19.64,pos,CUST00454
TXN0035845,18/09/2023 21:44:08,SKU0151,ST051,3,5.03,online,
TXN0001833,2024-02-28T15:59:40,SKU0078,ST029,34,3.56,POS,CUST01985
TXN0002570,04/12/2022 03:33:31,SKU0339,ST060,10,3.1,POS,CUST02850
TXN0035344,01/11/2022 13:27:17,SKU0003,ST015,9,6.46,POS,
TXN0013407,2022-09-20T14:35:44,SKU0112,ST049,4,14.39,online,CUST02144
TXN0038793,2022-01-20T17:44:54,SKU0136,ST056,2,11.15,pos,CUST00429
TXN0044645,1687091009,SKU0094,ST022,5,4.58,POS,
TXN0014174,1695992259,SKU0394,ST046,4,5.79,POS,CUST02057
TXN0039416,25/01/2022 14:42:28,SKU0234,ST040,4,11.26,POS,CUST02323
TXN0038402,1672540093,SKU0293,ST006,39,15.76,POS,CUST01045
TXN0042565,1649638996,SKU0058,ST019,23,3.74,POS,CUST03176
TXN0014913,1675377380,SKU0007,ST007,29,13.45,online,CUST01577
TXN0012752,2024-01-03T20:12:30,SKU0057,ST032,2,2.88,online,CUST01075
TXN0049483,2024-04-12T17:46:55,SKU0356,ST015,9,13.72,POS,CUST01933
TXN0040411,2023-03-04T22:15:43,SKU0026,ST037,20,4.29,POS,CUST03977
TXN0001740,27/07/2024 08:13:58,SKU0171,ST047,2,8.97,pos,CUST01359
TXN0014089,12/07/2022 11:06:57,SKU0202,ST048,7,23.27,pos,CUST02407
TXN0031886,10/06/2024 14:41:02,SKU0389,ST027,18,30.35,online,CUST02157
TXN0016556,17/06/2022 18:54:09,SKU0198,ST060,2,1.1,pos,CUST03829
TXN0044517,1661282269,SKU0052,ST045,3,4.07,online,CUST01962
TXN0016969,12/02/2023 03:55:14,SKU0199,ST020,12,4.95,online,CUST02588
TXN0035424,2022-01-12T11:19:31,SKU0103,ST046,6,1.86,pos,CUST03648
TXN0007714,1669286890,SKU0113,ST009,49,11.1,pos,CUST02442
TXN0024082,2023-03-06T16:24:53,SKU0201,ST034,6,32.23,POS,CUST02750
TXN0049889,1733024293,SKU0184,ST048,6,16.34,online,
TXN0033463,2022-11-25T02:19:58,SKU0231,ST007,24,1.9,pos,
TXN0039047,1693739556,SKU0128,ST040,4,20.56,pos,CUST02654
TXN0021048,1701406592,SKU0043,ST020,20,5.14,POS,CUST01133
TXN0009064,08/03/2024 10:26:36,,ST026,,0.96,online,CUST02130
TXN0047914,1641650435,SKU0012,ST034,7,10.72,POS,CUST03993
TXN0030284,2024-03-13T15:59:59,SKU0362,ST010,10,1.51,POS,CUST03834
TXN0030815,2023-01-23T04:32:39,SKU0037,ST018,11,2.13,POS,CUST01593
TXN0003127,2024-10-24T14:53:36,SKU0165,ST048,7,4.37,pos,CUST00774
TXN0021040,2024-10-20T17:32:08,,ST047,,20.39,POS,
TXN0042774,1667330304,SKU0014,ST008,20,3.15,pos,
TXN0033171,26/10/2023 02:41:01,SKU0042,ST051,4,21.86,POS,CUST00093
TXN0032288,1666454255,SKU0151,ST009,30,4.13,pos,
TXN0044514,15/10/2023 04:10:19,SKU0385,ST008,105,7.72,POS,CUST00099
TXN0030638,2024-01-09T22:38:07,SKU0051,ST039,44,1.26,pos,CUST01836
TXN0033302,1732054261,SKU0057,ST059,7,2.99,Online,CUST03503
TXN0041772,16/05/2022 18:36:43,,ST006,,32.4,pos,CUST01409
TXN0044372,2023-04-11T01:01:02,SKU0142,ST027,16,7.47,Online,CUST01986
TXN0045396,1668110582,SKU0096,ST023,17,23.84,online,CUST00147
TXN0036187,1727723688,SKU0324,ST017,10,20.87,pos,
TXN0032715,1662346688,SKU0012,ST011,20,10.17,Online,CUST03192
TXN0046299,26/07/2024 03:29:55,SKU0285,ST043,7,29.89,online,CUST01709
TXN0012825,24/06/2023 14:16:04,SKU0123,ST057,10,4.48,pos,CUST03334
TXN0034963,20/02/2024 02:37:18,SKU0104,ST055,3,5.8,pos,CUST00550
TXN0033798,1657153357,SKU0140,ST006,11,1.26,pos,
TXN0030144,29/02/2024 23:45:37,SKU0284,ST022,5,3.1,pos,
TXN0037382,2024-08-21T13:28:43,SKU0245,ST052,13,6.64,POS,CUST01849
TXN0004632,2023-10-16T13:41:28,SKU0035,ST047,3,27.0,Online,CUST01869
TXN0041228,01/06/2024 20:48:25,SKU0227,ST024,5,4.64,pos,
TXN0012337,14/04/2024 07:10:14,SKU0300,ST050,4,5.89,pos,CUST02803
TXN0024863,06/01/2022 05:42:26,SKU0049,ST029,10,22.15,pos,CUST00645
TXN0000114,25/02/2022 04:50:32,SKU0306,ST049,6,10.58,pos,CUST03869
TXN0018568,1664044536,SKU0340,ST021,11,5.18,pos,CUST02460
TXN0049654,13/05/2023 22:09:58,SKU0093,ST056,5,32.44,online,CUST00400
TXN0031556,2022-02-27T14:57:14,SKU0011,ST019,7,14.72,Online,CUST02649
TXN0040340,2022-12-20T00:33:10,SKU0328,ST031,36,1.95,pos,CUST01156
TXN0001009,2022-12-25T02:06:47,SKU0327,ST048,9,13.65,POS,CUST01876
TXN0026847,09/10/2024 22:10:38,SKU0051,ST007,26,1.18,online,
TXN0023214,1724401000,SKU0102,ST039,16,4.96,POS,
TXN0013540,08/06/2024 17:41:51,SKU0275,ST055,15,18.99,online,CUST01042
TXN0025157,21/03/2023 20:12:08,SKU0147,ST059,10,9.1,POS,CUST02519
TXN0043194,2022-05-10T21:57:56,SKU0144,ST035,37,16.42,pos,CUST00159
TXN0047168,17/11/2022 17:00:02,SKU0276,ST005,19,14.51,Online,
TXN0006851,1711132963,SKU0180,ST039,13,9.93,online,CUST03096
TXN0034777,1709203508,SKU0241,ST028,5,5.39,pos,CUST02802
TXN0031575,24/03/2024 11:54:37,SKU0061,ST018,9,4.1,online,CUST00284
TXN0041016,1732112985,SKU0048,ST053,8,4.97,online,CUST03982
TXN0001393,22/03/2023 02:24:02,SKU0158,ST010,20,16.78,POS,
TXN0044642,18/12/2024 18:44:43,SKU0238,ST048,8,7.44,POS,CUST03385
TXN0042204,1727732088,SKU0340,ST007,36,5.85,online,
TXN0032036,1721527402,SKU0365,ST047,3,5.2,Online,
TXN0005317,1665305461,SKU0339,ST058,8,3.41,pos,CUST03606
TXN0011607,2024-01-16T13:38:22,SKU0335,ST017,6,29.41,pos,CUST02142
TXN0000306,2022-10-24T11:45:44,SKU0074,ST038,6,7.11,pos,CUST01521
TXN0045963,1702161496,SKU0063,ST013,13,13.57,online,CUST03047
TXN0039394,09/05/2023 07:38:50,SKU0242,ST054,6,2.46,POS,CUST00703
TXN0044360,1661289652,SKU0167,ST020,22,7.05,POS,CUST02761
TXN0002299,26/02/2024 19:00:34,SKU0348,ST054,1,6.52,POS,CUST01290
TXN0024110,25/12/2023 12:02:55,SKU0003,ST999,8,7.46,POS,CUST01710
TXN0001122,06/05/2022 08:34:15,SKU0227,ST048,3,4.23,Online,CUST00385
TXN0043288,2022-06-14T10:11:57,SKU0252,ST018,13,1.7,Online,CUST03574
